岗位名称,岗位详情地址,薪资,公司名称,工作地点,经验要求,学历要求,岗位描述,公司融资情况,公司人数,公司行业,福利待遇
【国企】数据科学+大模型方向+稳定,https://www.zhipin.com/job_detail/74622af3c0a9e1391Xxz3Ni_FVBU.html?lid=57ut4iy7EUS.search.139&securityId=oSJtNKpnCrIn1-O1T4_iFcEFoGMxMOW-YY0hC3kq_eFC_gSFHXP3E1FpEhUZBN1RJCYHUPI2sG9b7GeVG1myJPZyyhe9LKyfoHlDOcQNeghWRRWOFw~~&sessionId=,30-55K·15薪,某500强上市公司,上海,5-10年,学历不限,C/C++ Java R 计算机相关专业 自然语言处理经验 机器学习经验 深度学习 数据挖掘 数据科学,,,,五险一金 补充医疗保险 定期体检 股票期权 带薪年假 员工旅游 免费班车 餐补 通讯补贴 零食下午茶
数据挖掘工程师,https://www.zhipin.com/job_detail/c6dcc654445080f31X183Ny6FFdS.html?lid=57ut4iy7EUS.search.141&securityId=PRmM-EKOJpKQd-Q1SZAPkYWKbLGmxl2TudOau15GLwj101Lq-GlKZRmNhtfoJmCqqUzlQcOjaJG5W6g3yAsSnF8zm1vcE0rzlfGcnHsLu1ZdFlo_vVM~&sessionId=,15-25K·13薪,海贝丽致,上海,3-5年,本科,SQL Python R 计算机相关专业 数学/统计相关专业 数据分析/挖掘经验,C轮,1000-9999人,贸易/进出口,五险一金 定期体检 加班补助 年终奖 带薪年假 员工旅游 免费班车 餐补 通讯补贴 交通补助 节日福利 零食下午茶
数据挖掘高级算法工程师,https://www.zhipin.com/job_detail/d221b9e7401034b41Xd80tm6ElVZ.html?lid=57ut4iy7EUS.search.142&securityId=fiziCHgTtmEFB-e14UkgZ_YaMUi64MKLWoe_Y8V_fh5-OXgfYb8p_Pu9jQOfxuZF61v9qJ4Y6dKkeIyqZiIMqwb2clWr6AoHCqeEdpkz1RQCISc~&sessionId=,40-70K·16薪,某知名企业,上海,经验不限,本科,Hive Spark 机器学习经验 用户画像/标签体系相关经验 风控相关经验 数据清洗,,,,五险一金 补充医疗保险 定期体检 加班补助 年终奖 股票期权 带薪年假 员工旅游 包吃 节日福利 住房补贴 零食下午茶
风控数据模型师,https://www.zhipin.com/job_detail/74cb8cb0086d1e7e1XNy3NS9FVZW.html?lid=57ut4iy7EUS.search.145&securityId=0i3HwIR4oM-kc-k1cbUOb1msbUqJQkFUxptKo5a1fUOn6wxzPBulWe0xUqj_X_xQpOZy44qdx7RGgUGmX6MSLKbHJduX4AbVcTRYKoYWhb1t_ITn&sessionId=,25-35K·15薪,小赢科技,上海,经验不限,硕士,数据模型 数据挖掘 机器学习,已上市,100-499人,互联网,节日福利 团建聚餐 零食下午茶 带薪年假 股票期权 绩效奖金 定期体检 补充医疗保险 五险一金
数据挖掘专家（知名金融科技公司总部）,https://www.zhipin.com/job_detail/c06a06f7c5df5fe51XN_2tu_FFBT.html?lid=57ut4iy7EUS.search.146&securityId=FSK98zA4KXCdb-11zR844_OBUzAgqCJz1CsYTv9yapMLl_jFkrKbmZGyeUO9fseMVhb0gUsBoCVCuWi8zgywFgttnkidpoq-FNnjAjHTC9sFAVow&sessionId=,40-45K·15薪,某500强上市公司,上海,3-5年,本科,SQL Python 大数据处理经验 计算机相关专业 数学/统计相关专业,,,,五险一金 定期体检 带薪年假 员工旅游 节日福利 零食下午茶 补充公积金
资深数据挖掘专家,https://www.zhipin.com/job_detail/1e9d48159ecc012d1Xx609u-FlZU.html?lid=57ut4iy7EUS.search.147&securityId=7gG7JO-hz2bJE-01eLIMBgcfdkcejUXu4jBcrgYLoJ1AUuc4NiSWwxduhHgNJ23SnVH98cGckHUWPAhWbzVPTe6zR8e3iXvdUcaXjyT6nF8bAp6-EvZH&sessionId=,50-80K·15薪,某知名互联网公司,上海,5-10年,本科,数据挖掘,,,,五险一金 年终奖 节日福利 免费班车 员工旅游 带薪年假 股票期权 定期体检 补充医疗保险 混合办公
数据挖掘,https://www.zhipin.com/job_detail/2fc10949b7c216a91nN60ty-FFE~.html?lid=57ut4iy7EUS.search.148&securityId=7WxAJ3zLxJ70T-p187MSdbWCjoNS0fKYNMa_DeC6dcuk52mvz-mGQiA4GXY8DWAhJIZLTEjzLKtSEfWycccWXK0RYd3lKMcUBIwdLg8oK7JCJcU~&sessionId=,15-30K,上海旖美信息技术,上海,1-3年,本科,python 数据建模 机器学习,A轮,500-999人,计算机软件,五险一金 补充医疗保险 定期体检 年终奖 带薪年假 节日福利
数据挖掘算法工程师,https://www.zhipin.com/job_detail/f0a0f35e249abf4c1XJ92dS7EVtX.html?lid=57ut4iy7EUS.search.149&securityId=4cCtzQ9TRHR63-X1ee12eKUKQJ7xE3IoqwDox7rGyHzbmckPdcnN5PAGlhhh6TKUGeH6ayFI9LlqC1zKJDPF2UDyVbHiK3lhWnPMN120pTrwViA-&sessionId=,40-70K·16薪,某知名游戏公司,上海,5-10年,本科,SQL Scala Shell,,,,节日福利 团建聚餐 零食下午茶 带薪年假 年终奖 定期体检 补充医疗保险 五险一金 年会福利
高精地图数据挖掘工程师（北京/上海）,https://www.zhipin.com/job_detail/8bd029d9c9057cd71HR52dW0ElFS.html?lid=57ut4iy7EUS.search.151&securityId=z3cbZiyKSu0yO-S1hgVPwnaTkl9o1K0wAROenuf-Qk3CzopPL57pnuJ8Rmp9J3-M2LFI91lsX6JfdzeUFQ4jkfx2T3pz7ulkyykS6a9pW1950gjy&sessionId=,50-70K·15薪,某500强上市公司,上海,5-10年,硕士,C/C++ 大数据处理经验 高精地图 GIS,,,,五险一金 补充医疗保险 定期体检 加班补助 年终奖 股票期权 带薪年假 通讯补贴
数据部门长,https://www.zhipin.com/job_detail/626fca75c109a8171HR52Nm9EFVX.html?lid=57ut4iy7EUS.search.152&securityId=EzW8cbiNfzh6A-E1gr0SenhRg6rBy6RMQclN5oz_rPR17XaC7Cz7UNhVHz6bzo3AFnUz6fiTeSVvvW667Z8luPz8xoCi78KPsZYy3Ea6WUuyb2I~&sessionId=,70-100K·18薪,某知名互联网上市公司,上海,5-10年,本科,数据架构,,,,节日福利 零食下午茶 带薪年假 法定节假日三薪 股票期权 定期体检 补充医疗保险 五险一金
数据科学家（挖掘方向）,https://www.zhipin.com/job_detail/b31090d81237794d1XR42Nm8FlBQ.html?lid=57ut4iy7EUS.search.154&securityId=wgxT82FxmRNGP-Q1TzXnZgNrpaXcscGJwXaXtMwWItxV_2WtDeIAemofo56nfZ8eS2-72o_xqXtAI3-AvF-1j8onWCs9fskBWxC-D0UUQo5nmf75cg~~&sessionId=,40-70K·16薪,某大型知名移动互联网公司,上海,5-10年,本科,Python 自然语言处理 Spark,,,,弹性工作制 就近租房补贴 年度体检 餐饮及下午茶 免费健身设施 家庭关爱假 节日礼品 补充医疗保险 五险一金
数据挖掘算法（用户增长）,https://www.zhipin.com/job_detail/1f7a8f77553ff6981Xx92Ni5GVFR.html?lid=57ut4iy7EUS.search.155&securityId=UczH3Vp9Fqk4t-i1jGLLkdL97cJHgiblrctC4dratupTHNRjl7HQFiucXTU8kosvTdTbs9_XEH79QYvtN860GY4Q6zUEs3MinBSPgk2z6GBve7J7Kw~~&sessionId=,30-60K·15薪,某500强上市公司,上海,5-10年,硕士,搜索/推荐 智能营销/广告 机器学习算法/工程化经验 深度学习经验 数学/统计相关专业,,,,节日福利 团建聚餐 零食下午茶 带薪年假 年终奖 定期体检 补充医疗保险 五险一金 年会福利
数据分析师,https://www.zhipin.com/job_detail/0a387fe1388c540a0nR60tq5FVI~.html?lid=57ut4iy7EUS.search.156&securityId=VTPYnnqjKGMyr-U1baw7OWnIHCXBCXjfMcbEzLmtGb-4XOB8mphs5VOOB8O_N9gcCuZHM3R2ZYY37m20SzUDRT38viCZOJem7DfPUQ-sPqgHWiKa&sessionId=,10-15K·13薪,估图数科,上海,1-3年,本科,MySQL 数据挖掘 Python Java Hadoop 回归分析 决策树 数据分析,天使轮,20-99人,数据服务,五险一金 定期体检 年终奖 股票期权 员工旅游
数据分析（偏挖掘、对标整理）英文流利,https://www.zhipin.com/job_detail/6d3fab381b4f41c31X1z3dm0GVVU.html?lid=57ut4iy7EUS.search.157&securityId=hVkdsJHLffPbG-81PnXxlnTFiIYowmJXtQcT12CdkvfpCJgyzIILx2YVufkNAlf-ES-_q-tSkSbFxMp5Rmg1zfJ05_JdftRNiAuM1LsBQ-VOmrSTvWI~&sessionId=,20-22K·13薪,某大型知名贸易公司,上海,3-5年,本科,SQL Python Tableau,,,,
数据挖掘,https://www.zhipin.com/job_detail/56e4fbe398a8d5031Xxy3d21EldZ.html?lid=57ut4iy7EUS.search.160&securityId=sC5vAjJlUx98v-r1OfcwdfbBy2bJq1I4c-0js4Clxydo7be3nq2EJKPc7ynyXSEej0RUWzPNEndHaq_z6JN_DsG9JlHb5hfxH2xo5shQB8Ex1q9d&sessionId=,25-50K·13薪,某500强上市公司,上海,3-5年,硕士,Java C/C++ Python 计算机相关专业 数学/统计相关专业 大数据处理经验 SQL 数据分析 数据挖掘,,,,五险一金 补充医疗保险 定期体检 年终奖 带薪年假 员工旅游 餐补 通讯补贴 包吃 节日福利
数据挖掘,https://www.zhipin.com/job_detail/8832f56e1c3dc2d60nJy2t-_Elo~.html?lid=57ut4iy7EUS.search.161&securityId=acnfDelm6ApZ2-w1jCcp7I1K1FZqTw49-Ue_UUUTcgsPG6FP3sOZN0Fj1b3CGKKIkxs6KSOaVn7xSg_L_tmqimRrzcWKZehcL6-cWfJGoUHSMnDEsw~~&sessionId=,20-40K·13薪,哈啰普惠,上海,5-10年,本科,数据分析 SQL Spark Flask,D轮及以上,1000-9999人,互联网,团建聚餐 餐补 带薪年假 股票期权 年终奖 定期体检 五险一金
二进制漏洞挖掘,https://www.zhipin.com/job_detail/e80abf5162cbf2061XJ_39W6GVJQ.html?lid=57ut4iy7EUS.search.162&securityId=0sxZ4LG3z9iPI-N1ewh2SosvQ5uy35tWh1yPaXZNUpN0YHvPveiU9Qpk4e4BvJeBDmjNgSIJF19rW8K60EfaMQ6TZ5YDvCUUO52KlThDl4Zi53WS&sessionId=,15-30K·13薪,安垚,上海,1-3年,本科,二进制 二进制漏洞 fuzz,未融资,20-99人,计算机软件,五险一金 加班补助 年终奖 带薪年假 节日福利 零食下午茶 员工旅游 定期体检
高级数据挖掘工程师,https://www.zhipin.com/job_detail/c09010b12dd810cb1nd73967GFA~.html?lid=57ut4iy7EUS.search.164&securityId=t1eHSNHJ1N4Oi-a1E_9CLLS3_MQ_RdIJdY98ojLJACaK7C3zbwz3fbDvpv11oxZ3YvDC7NZiJB5G5_MBwR2PziMlEXCtASX6qgVASm18Zwqw-3c~&sessionId=,12-24K,上海燕致网络科技,上海,3-5年,硕士,数据挖掘 数据分析,不需要融资,100-499人,互联网,
大数据挖掘工程师,https://www.zhipin.com/job_detail/6609d153951910be1XJz29i8FlJU.html?lid=57ut4iy7EUS.search.167&securityId=ESLPE2lsUnETC-p1Sx2qELQHtylvA8WRIuP1P9pocmtyjmEbWkxDBiGC8vq8U29cbBTdoPZLZaqS2ORxfH2TzWWTtQl1tIbWhgrYrzAzHvf7F0U~&sessionId=,25-40K,某500强上市公司,上海,5-10年,本科,Python 数据挖掘 运筹 机器学习,,,,五险一金 定期体检 加班补助 年终奖 股票期权 带薪年假 员工旅游 免费班车 餐补 通讯补贴 交通补助 包吃 节日福利 零食下午茶
川乞物业招聘铲车司机,https://www.zhipin.com/job_detail/f691397308b9c5ab1XJy2tu8FVFW.html?lid=57ut4iy7EUS.search.170&securityId=MO5lzLmf9TD5s-q1hqvS5JS03k2B2xAxdhmjmr0tedKGqfENLiDwOZ3m0_KshEI60FqQ2WY0Tu5fUwbrLSf7lASSpg_3oY0Echt_YUqLsOofJHjnoWmP&sessionId=,7-10K,川乞物业,上海,3-5年,学历不限,五险 包住 夜班补助 加班费 全勤奖,,0-20人,其他服务业,
文本数据挖掘工程师/文本数据分析工程师,https://www.zhipin.com/job_detail/4b9c2a1f7b7684d21Xd43tW8EFFU.html?lid=57ut4iy7EUS.search.172&securityId=8kW8GOuI4JgYf-p1QW7gUOkem6RSvr_HBRndVppqSBCOVuqoIP9E0xASHSJypzZkM-p2uSP3KfGHBV5qS4BfvufnyPhmxZ8QPaMI47Qi5AZ01BNjtg~~&sessionId=,10-15K·13薪,海笛,上海,1-3年,本科,Shell 相关分析 参数检验 计算机相关专业 聚类分析 Python,不需要融资,20-99人,计算机软件,五险一金 定期体检 年终奖 股票期权 带薪年假 员工旅游 节日福利 零食下午茶 加班补助
数据挖掘岗,https://www.zhipin.com/job_detail/0f907303cc12091d1XB409m1EFFX.html?lid=57ut4iy7EUS.search.173&securityId=IHZrBmWaUqk2I-f1I6BtOz3LFEAkEJNJ3tP3UaRCX8U3tSaM44OEnKYeoKhYKETDPbHmOnf4MAjrtRJ9bzd0nmiWc0W3eMPk241RkEjgXk_epA~~&sessionId=,20-30K,中原消费金融,上海,3-5年,本科,大数据处理经验 数学/统计相关专业 金融行业数据相关经验,不需要融资,500-999人,互联网金融,五险一金 补充医疗保险 定期体检 年终奖 带薪年假 餐补
风控数据挖掘（互金条线）,https://www.zhipin.com/job_detail/523e79abde1dc6e21Xd82t66GVBV.html?lid=57ut4iy7EUS.search.174&securityId=VM0Vog1hxU7NU-Z1P5LjdbUwJyPnGXxzITpWBlheKnKslk7AoWLfmh6wwwatvHWJvxOuIDLHp-28qPcWNyZN1SNpj-ynOjll0PejUkLH5uXpP8c~&sessionId=,20-35K·16薪,上海源石数据,上海,3-5年,本科,机器学习算法 Python 风控模型,C轮,1000-9999人,移动互联网,五险一金 年终奖 股票期权 带薪年假 节日福利 生日福利 团建聚餐 法定节假日三薪
高级数据挖掘,https://www.zhipin.com/job_detail/610a174467a69a451X1539W6E1ZT.html?lid=57ut4iy7EUS.search.179&securityId=MLIhh9KdbAjom-O1hIdtZxixZEFyil-oBanjeyjfHIOAYbGcE5WS8rohSvoAwQLQHyLHdM3dZMmrKPb0_zYh7IvrFpXW3B_OZsdHSSwmilnUJaXrlQc~&sessionId=,20-40K·15薪,浙大智慧绿洲,上海,3-5年,硕士,Python 大数据处理经验 机器学习经验 计算机相关专业,,100-499人,计算机服务,
数据专员,https://www.zhipin.com/job_detail/fd81f629533562e51Xx40tm_FlNT.html?lid=57ut4iy7EUS.search.180&securityId=Dj0dyh8WgSgJ3-l1u24ycu1wtntrATi2-NO-Y6elE7ByPRO8CMv9kxkCcnosD_wvs5rDNJ3M4xY8jDZzOWxDjN1Tgp_r1lh1zAXJ19pJ4VCNfQREaLg~&sessionId=,7-10K,上海奇云通讯,上海,1-3年,大专,Power BI 数学/统计相关专业 计算机相关专业 数据分析/挖掘经验 Excel BI工具,未融资,20-99人,计算机软件,五险一金 年终奖 带薪年假 节日福利
内容策划运营专员-品牌自媒体/产品卖点挖掘,https://www.zhipin.com/job_detail/f8dd2f38114c28271X190t-8GFNZ.html?lid=57ut4iy7EUS.search.182&securityId=DCunOgz3mbQmV-I1aAUa9nYYOkzr6jmqmouxNOhql70IxT-c5hvpFqQ53Xi4U-LKaoMIa0wUT8XT-vj_jrCsIuR0vSDAc8lF_ZQJXa0H-5KkxAhhOGQJ&sessionId=,10-12K,上美,上海,1-3年,本科,文案,已上市,1000-9999人,日化,五险一金 补充医疗保险 定期体检 加班补助 全勤奖 年终奖 带薪年假 节日福利
数据部门长,https://www.zhipin.com/job_detail/222520671ec8b80e1HR43tm0GVJT.html?lid=57ut4iy7EUS.search.184&securityId=SJZ0TQyreroYq-E1ou5egk9Ja5Er-Jl47N0vgtbNQLcg8CpdrscNeruGCffh0tqpI6yAKsmdpmT6xdNdDw_3ab2J27X7-QY4TWdBvLsRekCdDl3GDGo~&sessionId=,80-110K·18薪,某知名保险公司,上海,10年以上,本科,Spark Hbase Hive 大数据平台架构经验 大数据处理经验 金融行业数据相关经验 Hadoop,,,,
商业数据产品经理（数据挖掘&基础建设）,https://www.zhipin.com/job_detail/c25a6c954efddb891XB809y0GVNZ.html?lid=57ut4iy7EUS.search.185&securityId=kN0m_agwzV1PU-31LsewAMJUcRnoSiPoACDZSxAdEG8QRdlaebLQMvBEQC146Jo-_db54UbTk-z99W9vq0WWIBLC61EWN4SwIHbzMsxWBrIuoBx0Tg~~&sessionId=,35-45K·16薪,某大型互联网公司,上海,5-10年,本科,数据分析 数据 产品,,,,五险一金 定期体检 加班补助 年终奖 带薪年假 餐补 包吃
高级数据挖掘工程师,https://www.zhipin.com/job_detail/acff17b86e6e8dba1XN53ti-GVtQ.html?lid=57ut4iy7EUS.search.186&securityId=AlsoQkBSkSBR--P1lewB_SWZDzj2ybrIE_yckji-WqaO8liFq3GRB8e5YzyKJwXy1dpWLbWgvLt6HkU6Hp1riQT9FNfPJyNG8lm6uc3VgVnbxiO5bw~~&sessionId=,40-60K·15薪,某大型知名互联网公司,上海,5-10年,本科,Python Java SQL,,,,弹性工作制 餐饮及下午茶 就近租房补贴 节日礼品 年度体检 免费健身设施 家庭关爱假 家属自选保险 补充医疗保险 五险一金
数据挖掘专家,https://www.zhipin.com/job_detail/7887c6e57a7934041X1-2t2_FVRX.html?lid=57ut4iy7EUS.search.189&securityId=-27rho7mnuglY-p1aPeTquyRcYY-WZT-N4V5NX126UI7qZSLpRv1lu5PFkvq4Aj-czpGfwPixtslDs-eCXwR75BIjaxG7CJH0PcpVby7imLRooE~&sessionId=,40-70K·16薪,某大型互联网金融公司,上海,5-10年,本科,数学/统计相关专业 计算机相关专业 金融行业数据相关经验 信贷,,,,
大数据产品经理,https://www.zhipin.com/job_detail/96cb1ecd8f06387e1Xx53dS7F1BX.html?lid=57ut4iy7EUS.search.193&securityId=SEWswcgJggPqJ-I1jQI5Zlfm6Zob_6-A-KK6H8IBsxpNmD6_p-tA6GICUnc9pRyBTfHyk-5xDKgZ45vOKof2SreYxmkYhrReX_QfAiziqcTje73J24g~&sessionId=,15-20K·14薪,上海硕曜科技,上海,1-3年,本科,大数据产品 产品设计 数据分析 数据挖掘 平台产品,,20-99人,通信/网络设备,生日福利 团建聚餐 零食下午茶 带薪年假 法定节假日三薪 加班补助 年终奖 五险一金
高级数据挖掘工程师,https://www.zhipin.com/job_detail/aaad837964a212bb1X1_3929EVRT.html?lid=57ut4iy7EUS.search.195&securityId=T1C3JpilKoIKd-S1cfBXE2jmYeEA69CHeWgUzHReFgGfHKdsMfPfaPLM_kf851jkDqWEzlt4E1Us_sLn-G86Xk8gkke8Q3B_RhoiMsL8dCSX4Gm_&sessionId=,30-50K,某大型知名互联网金融上市公司,上海,3-5年,硕士,Python SQL R 数学/统计相关专业 计算机相关专业 数据分析/挖掘经验 产品设计 数据建模 用户画像,,,,五险一金 补充医疗保险 定期体检 年终奖 带薪年假 员工旅游 餐补 通讯补贴 交通补助 包吃 节日福利 住房补贴 零食下午茶
高级数据研发工程师,https://www.zhipin.com/job_detail/7317859877cb46001XB62t6-F1FZ.html?lid=57ut4iy7EUS.search.197&securityId=tT_mkFgWNMHqk-m1Kqd_sIaJD91H0TvDwSvdnvvj_thrKXGQlRKr2ZgXeyxCyepXr8vktfRbg4EQbL2tN4pnYU8_7Auv2pFPGhoWx2ajZZAzO6LkGA~~&sessionId=,25-50K,随训通电子,上海,经验不限,本科,数据仓库 ETL 数据挖掘,不需要融资,1000-9999人,互联网,五险一金 补充医疗保险 定期体检 加班补助 年终奖 股票期权 带薪年假 包吃 节日福利 住房补贴 零食下午茶
数据分析,https://www.zhipin.com/job_detail/e7de83fb8b3e4b781HR42tq6GFZV.html?lid=57ut4iy7EUS.search.199&securityId=1RJRf9wtWnMeQ-l17heFTC86uIGQzDRr4T4JLRrgoER1HhznQR-7qeCkdyvVxoEM8lDno-ylEu8Gwq5gqqtgf69tPnVgYDx5YYyqBRAs1ictZq6ZPwop&sessionId=,20-21K,某仪器仪表公司,上海,3-5年,本科,SCADA/MES/PLM等软件 程序开发经验 数据中台,,,,五险一金 定期体检 全勤奖 年终奖 带薪年假 餐补 节日福利
数据挖掘专家,https://www.zhipin.com/job_detail/30c1189c23a011cb1X173dm7FVtX.html?lid=57ut4iy7EUS.search.200&securityId=aJvoPpWaLctN6-11GTQSzi7UjTM8WFExbjgSTss2Tjy7LztZXC7qVLqui8lrRObSnpXkypcUjC9MptigMTl4znO49C3rloKSsE4t6UziQ-DS8WVQBw~~&sessionId=,50-55K,某500强上市公司,上海,5-10年,本科,Python Java Scala 机器学习经验 数学/统计相关专业 大数据处理经验,,,,交通补助 生日福利 节日福利 零食下午茶 餐补 带薪年假 加班补助 股票期权 绩效奖金 年终奖 定期体检 五险一金
数据分析师,https://www.zhipin.com/job_detail/b73360daa34d2bf21nx509S6GFdY.html?lid=57ut4iy7EUS.search.202&securityId=2o8C-qjC-jx1Y-e1roKGg5frIfm1_xoVvDq08-1yS3m6RRLGtBH5rY0Nsmw0x9Ru9OqqNIo-G96Sz9vhjgo_MKHCZ2cN2IvXffpaaRXHn6ZnYaO5KY4~&sessionId=,13-21K,智慧树,上海,1-3年,本科,Python R 多元统计分析 相关分析 数据挖掘,C轮,1000-9999人,互联网,五险一金 补充医疗保险 带薪年假 交通补助 节日福利
数据平台负责人,https://www.zhipin.com/job_detail/b3824633886f8ddb1HR-2ti5GVJU.html?lid=57ut4iy7EUS.search.203&securityId=QUYqDayHSIq6N-l1VMZ3XTUa4KxUJOlorXsvEfHjiyiqnF82sGjhf2a9BXdkFnNVj_zyNZJMj0pg4z9VTcAu4PSpDp5sstJKKcoz6IJtmVqMAt2B&sessionId=,40-70K·15薪,某知名互联网公司,上海,经验不限,本科,大数据 数据平台 数据产品 数据挖掘 数据治理 数据仓库 ETL 数据分析,,,,五险一金 补充医疗保险 定期体检 加班补助 年终奖 股票期权 带薪年假 员工旅游 餐补 交通补助 节日福利 零食下午茶
数据专员,https://www.zhipin.com/job_detail/c36a717a10631ae03nZ_3N20FFU~.html?lid=57ut4iy7EUS.search.204&securityId=bZBdgBYFHggEV-O1MdsUT74gLCxlaO4b9P9fkWK2HHUSEKKDGEQQHEk5EqKpleRLGGqquvrBtiJoPIfJuu7SvBk2epwqIvM_OXz1fGBY3lfRt0o~&sessionId=,7-9K,明暄基金,上海,1-3年,大专,数据分析 数据挖掘 数据采集 SQL,未融资,20-99人,互联网金融,五险一金 补充医疗保险 带薪年假 员工旅游 节日福利
数据分析师,https://www.zhipin.com/job_detail/ef5c2a124c6fae011nR_29-6GVVS.html?lid=57ut4iy7EUS.search.205&securityId=3cnFKK0ZMglHB-_1uHDghUGlzezty66HH4cnqpZ2R2Hz8ApmOQnG96HYCJ4i7JTCunu8Hjpn3-LIN-6n210XdtW_JEaeJ1P4JckVs7rLrE-vfysuTA~~&sessionId=,20-25K·15薪,上海琦程,上海,1-3年,硕士,数据分析 数据挖掘 数据仓库 Python hive Tableau Hive MySQL,未融资,0-20人,移动互联网,五险一金 定期体检 加班补助 全勤奖 年终奖 交通补助
数据分析挖掘工程师,https://www.zhipin.com/job_detail/73fc4f792f1a3ce91HR43tS8E1BS.html?lid=57ut4iy7EUS.search.206&securityId=ZmZj8MXTJ8LeY-01TUr6RTZXWTlABqIJDsVBxxROIbnk5wUYABQvwYVeMFtlZss3VOyNlH2Cfs3VqWBYDGWUId6n0Z3s5ZNNNBbNyF6v-gDEI82A5A~~&sessionId=,10-15K,上海理想,上海,1-3年,本科,SQL Python 数学/统计相关专业 数据分析/挖掘经验 机器学习建模经验 逻辑回归 深度学习 降维算法,不需要融资,500-999人,计算机软件,五险一金 加班补助 年终奖 带薪年假
数据开发,https://www.zhipin.com/job_detail/8719300c88a86f4c1X1739u5FFtZ.html?lid=57ut4iy7EUS.search.207&securityId=0WWRGTXgCrWTf-R1lVRHt3w2EQsB3tO-p3p3ty0DZGNis37Ai3J1UOGHn3k7pM1_xJ2wSSVSZLPMyJEtac395Rn7Dbm5M9ktLmnG8PP_8CsJP0EQhg~~&sessionId=,14-18K·13薪,神州新桥,上海,3-5年,大专,大数据开发经验,不需要融资,1000-9999人,互联网,五险一金 补充医疗保险 定期体检 年终奖 带薪年假 员工旅游 餐补 通讯补贴 节日福利 海外游
数据分析师助理,https://www.zhipin.com/job_detail/ae6f6099c634b11a3nR53d-7F1U~.html?lid=57ut4iy7EUS.search.208&securityId=L0-OlaGSha3A_-R1uRGDKVh_IOmvyrzDMTbVkLpjoaql9IdkY-DtupMHFOYUq06Y-TriaL19G2qQcfk3h-XxIVo4JQOhCASB45wFuHfjbuio5yHtjA~~&sessionId=,6-11K,橘涞金融,上海,1-3年,本科,商业分析 数据挖掘 Excel SQL Server R MySQL 公募基金 新闻传播 舆情管理,,0-20人,数据服务,五险一金 加班补助 带薪年假 员工旅游 餐补 交通补助 节日福利
管培生-数据科学方向,https://www.zhipin.com/job_detail/b33b6a50e2d37aff1HR_3du0EFFW.html?lid=57ut4iy7EUS.search.209&securityId=WQemUVlbVs4U4-s1vvrFtQn-I3Q9lVIGnKPe-dLOVn-vMHfDaI2-FVjTkNXM0w6-GKjy5SywAB_MHlrRW6p6IKxLQWNJS2PwjTeR9NMj8uApKz7QgIjDb-uXLHJiNpCwaLUTjLdtgQX_eyi5RrMT&sessionId=,20-25K,某500强上市公司,上海,经验不限,本科,Python Scala R 数据统计 数据挖掘,,,,五险一金 定期体检 年终奖 带薪年假 员工旅游 免费班车 餐补 节日福利 零食下午茶
阿里数据分析师,https://www.zhipin.com/job_detail/fbc8fde3b03b4e701XJ72tm4FlBZ.html?lid=57ut4iy7EUS.search.212&securityId=BUu9USqWJT-60-a1VKDWakuMweH5VXmGUCKbksQP55b3lVd3uo8LUPl93l4bu3WoP7vY7t4bcaYFxqc1HN5nZFzmsVtQ-Cw4NzydqMaKrf8bHNyBi6U~&sessionId=,8-10K·13薪,上海点燃新媒体科...,上海,经验不限,本科,Excel 数据挖掘 市场分析 数据分析报告 数据跟踪 效果优化,未融资,100-499人,电子商务,五险一金 加班补助 年终奖 带薪年假 员工旅游 免费班车 节日福利 零食下午茶
数据工程师,https://www.zhipin.com/job_detail/1c1c9e6eaa53be521HR63tW5FFtV.html?lid=57ut4iy7EUS.search.214&securityId=NPVpPP-WITOLd-O1OJjOPX-GEkTv1w1Z0ZIFnOYIssJF7oDtvqsHSd6xYeoX2ndtYt4-t2N6IAJySM7jztjNNisyL5__sokumna2Z3fu53SEvdGsKA~~&sessionId=,12-16K,上海冠闵信息,上海,经验不限,本科,留学生优先 数据治理 计算机相关专业 ETL Python 数学/统计相关专业,未融资,20-99人,互联网,节日福利 通讯补贴 员工旅游 带薪年假 定期体检 五险一金
数据科学家,https://www.zhipin.com/job_detail/ba3b41fd20df0d091nN62ti0E1JT.html?lid=57ut4iy7EUS.search.215&securityId=QxnHZ04d8wocc-D1IUB6qIX4qV1ImStIhVx9aS8aOQLqp_vKrvuqtYQDjKc4nGpYWnWQ4X3pQrMT0AFEZwmEXaedyME-yuXFWp7ZTWKhNnWlMmxDDw~~&sessionId=,25-40K·14薪,某500强上市公司,上海,经验不限,本科,Python SQL 深度学习算法 机器学习算法,,,,五险一金 定期体检 带薪年假 员工旅游 节日福利
数据科学家,https://www.zhipin.com/job_detail/08b3b9e1c03439a21XJ93t27GVtU.html?lid=57ut4iy7EUS.search.217&securityId=h2Af7UOJvcTWg-J1D1tRVl2iiRgDHSqkJ2ISa7Cpg2HAsRKf7DZFfcHPHydIRBV0w6pB4BIknpcQb5O1DJU-Q699NKgm9LDVYFF9NMblhizwxdJlZw~~&sessionId=,40-70K·14薪,某500强上市公司,上海,3-5年,硕士,搜索/推荐 智能营销/广告 数据科学,,,,五险一金 定期体检 带薪年假 员工旅游 节日福利
